iter	MultiClass
530	1.458185326
531	1.456614693
532	1.45419529
533	1.451587045
534	1.449340917
535	1.447199835
536	1.44557098
537	1.443162789
538	1.440955272
539	1.439812828
540	1.43725134
541	1.435009134
542	1.433010815
543	1.43089242
544	1.428816989
545	1.426697224
546	1.424220797
547	1.421873239
548	1.419185616
549	1.416896021
550	1.414424872
551	1.411932644
552	1.409087671
553	1.40723509
554	1.404531213
555	1.40239422
556	1.399920401
557	1.398127052
558	1.395609809
559	1.393043241
560	1.390990246
561	1.388763639
562	1.386726199
563	1.384533026
564	1.382567701
565	1.380402148
566	1.378168156
567	1.376625413
568	1.375138752
569	1.373816294
570	1.371690961
571	1.369267071
572	1.367617967
573	1.365582852
574	1.363781453
575	1.362110511
576	1.359874213
577	1.357907315
578	1.355716347
579	1.353634536
580	1.351355431
581	1.348983341
582	1.346683481
583	1.344322185
584	1.342661892
585	1.340454333
586	1.338625871
587	1.336409627
588	1.334197952
589	1.33187471
590	1.329626613
591	1.327672971
592	1.326100228
593	1.324075899
594	1.322142099
595	1.320160378
596	1.318019641
597	1.31596192
598	1.314077212
599	1.311976801
600	1.30955939
601	1.307513413
602	1.305713318
603	1.303955252
604	1.302714741
605	1.300517852
606	1.298627857
607	1.29643653
608	1.294649624
609	1.293570028
610	1.291391022
611	1.289150774
612	1.287346486
613	1.285382921
614	1.283892249
615	1.281914871
616	1.280315147
617	1.278373483
618	1.276280096
619	1.274413867
620	1.272399273
621	1.271282213
622	1.269702451
623	1.267757432
624	1.265945332
625	1.263927661
626	1.261703478
627	1.259679601
628	1.258025628
629	1.256155822
630	1.253875604
631	1.252186948
632	1.250184071
633	1.248068704
634	1.246141402
635	1.244070908
636	1.242363559
637	1.240677192
638	1.238801897
639	1.236792438
640	1.234654475
641	1.23302897
642	1.230866304
643	1.229074643
644	1.227144519
645	1.225688804
646	1.223833076
647	1.221754483
648	1.220504415
649	1.218403315
650	1.216552512
651	1.21471536
652	1.213497313
653	1.212014038
654	1.210374627
655	1.208801479
656	1.206963513
657	1.204962599
658	1.203045499
659	1.201360182
660	1.199773758
661	1.198261772
662	1.196341328
663	1.194293519
664	1.192385191
665	1.190525294
666	1.18860629
667	1.186826979
668	1.18511905
669	1.183333504
670	1.182012529
671	1.180898981
672	1.179034434
673	1.177192003
674	1.17538453
675	1.173502929
676	1.171701492
677	1.170396956
678	1.168699092
679	1.166879378
680	1.16568411
681	1.164443223
682	1.163015329
683	1.161348678
684	1.159635404
685	1.157795272
686	1.155929788
687	1.154965249
688	1.153203884
689	1.152063721
690	1.150639892
691	1.148985741
692	1.14746836
693	1.145821589
694	1.144282044
695	1.142491585
696	1.140868538
697	1.13914053
698	1.137351617
699	1.135694139
700	1.134232396
701	1.132659705
702	1.131121722
703	1.130558044
704	1.129373975
705	1.127814465
706	1.126091081
707	1.124544037
708	1.123103101
709	1.121649677
710	1.120031635
711	1.118401083
712	1.116962708
713	1.115601879
714	1.113826923
715	1.112315294
716	1.110825834
717	1.109350622
718	1.107811044
719	1.106153877
720	1.104588986
721	1.103014922
722	1.101326095
723	1.099790963
724	1.098288626
725	1.096965575
726	1.095358937
727	1.094001492
728	1.092325135
729	1.090752843
730	1.089184615
731	1.087598232
732	1.085956627
733	1.084491751
734	1.082753661
735	1.081182426
736	1.079703341
737	1.078027771
738	1.07647704
739	1.075048956
740	1.073464752
741	1.072054176
742	1.070450813
743	1.069150977
744	1.067761847
745	1.066596781
746	1.064966747
747	1.063637223
748	1.062030762
749	1.060454317
750	1.059309735
751	1.057976832
752	1.056473567
753	1.055175724
754	1.053986012
755	1.052622747
756	1.051327884
757	1.049860214
758	1.048229182
759	1.04692423
760	1.04561935
761	1.044134837
762	1.042515867
763	1.041340074
764	1.039840292
765	1.038506282
766	1.03697965
767	1.035948119
768	1.034827857
769	1.033335239
770	1.031855884
771	1.03028936
772	1.028718598
773	1.027387741
774	1.026172739
775	1.024738339
776	1.023433006
777	1.022079769
778	1.02073025
779	1.019294231
780	1.017846797
781	1.016475127
782	1.015024233
783	1.014303411
784	1.012840105
785	1.011498374
786	1.010065133
787	1.00881294
788	1.007586912
789	1.006169083
790	1.004772626
791	1.003718349
792	1.00241276
793	1.001183853
794	0.9996993371
795	0.9985281137
796	0.9977099825
797	0.9962212155
798	0.9947376587
799	0.9933080864
800	0.9919035357
801	0.9904731575
802	0.9893252336
803	0.9881679819
804	0.9869131637
805	0.985459277
806	0.9841155693
807	0.9827795101
808	0.9816218949
809	0.9804564093
810	0.9792648961
811	0.9777293838
812	0.9765156981
813	0.9753672093
814	0.9741710901
815	0.9728681421
816	0.9714137679
817	0.9702228393
818	0.9687349983
819	0.9677491078
820	0.9663207525
821	0.9651424346
822	0.9637784537
823	0.9625798508
824	0.9612656256
825	0.9598767429
826	0.9585449279
827	0.9572574258
828	0.9559573745
829	0.9548292533
830	0.9535700881
831	0.9521428755
832	0.9508841154
833	0.9494596383
834	0.947996464
835	0.9469605412
836	0.9457754418
837	0.9445097324
838	0.9431483538
839	0.9418694387
840	0.940572558
841	0.9395573063
842	0.9382264686
843	0.9369934037
844	0.9356569734
845	0.9342546992
846	0.9329322575
847	0.9320116242
848	0.930712256
849	0.9294076919
850	0.928295301
851	0.926952866
852	0.9256940987
853	0.9246161453
854	0.923369224
855	0.9221517891
856	0.9210393125
857	0.9202747437
858	0.9190424469
859	0.9177310172
860	0.9165076129
861	0.9154203108
862	0.9142448695
863	0.9131536183
864	0.911798299
865	0.9105725909
866	0.9095797045
867	0.9083105609
868	0.9071118762
869	0.9058104211
870	0.9048080667
871	0.9036349659
872	0.9024992393
873	0.9014518558
874	0.9001362227
875	0.898863441
876	0.8977483487
877	0.8966378908
878	0.8954198241
879	0.8941525684
880	0.8929465038
881	0.8917319822
882	0.8907841006
883	0.8896125753
884	0.8885499973
885	0.8874191329
886	0.8863077696
887	0.8852238175
888	0.8841059596
889	0.8829910544
890	0.881882933
891	0.8807583804
892	0.8798741092
893	0.8786762961
894	0.8774711869
895	0.8765867284
896	0.8754391982
897	0.8742304828
898	0.8730109823
899	0.8720291461
900	0.8708259301
901	0.8698611059
902	0.8687761577
903	0.8678629565
904	0.8667247649
905	0.8657349318
906	0.8649749791
907	0.8640755959
908	0.8629083834
909	0.8617276673
910	0.8606624867
911	0.8596391962
912	0.8585182206
913	0.8576144083
914	0.8564912507
915	0.855306966
916	0.854183504
917	0.8529891188
918	0.8518295806
919	0.8507364437
920	0.8498492419
921	0.8491229261
922	0.847935596
923	0.8469201548
924	0.8457401583
925	0.8446999112
926	0.8436078855
927	0.8425450003
928	0.8414787907
929	0.8404810167
930	0.8393809766
931	0.8383217857
932	0.8372350811
933	0.8361515807
934	0.8350082058
935	0.8339639662
936	0.8328676601
937	0.8317758871
938	0.8307067175
939	0.8296505302
940	0.8286395113
941	0.8275484852
942	0.8264710481
943	0.8257965181
944	0.8247632546
945	0.8236686332
946	0.822516844
947	0.8214382334
948	0.8204386822
949	0.819464594
950	0.8185335262
951	0.8175116053
952	0.8164432105
953	0.8153312897
954	0.8143103859
955	0.8132564194
956	0.8121316949
957	0.8110920218
958	0.8101549489
959	0.8092480557
960	0.8085356765
961	0.8075660192
962	0.8065054825
963	0.8055234673
964	0.804447286
965	0.8034097683
966	0.8023717002
967	0.8013757518
968	0.8003922193
969	0.7994189584
970	0.7984124113
971	0.79734536
972	0.7963315322
973	0.7952850069
974	0.7943313923
975	0.7935154207
976	0.7924387389
977	0.7913585752
978	0.79024208
979	0.7892613955
980	0.7883064467
981	0.7873440315
982	0.7864592438
983	0.785624644
984	0.7846571143
985	0.783747267
986	0.7827926159
987	0.7819944815
988	0.7812960477
989	0.7803076694
990	0.7793830754
991	0.7783916661
992	0.7773431099
993	0.7763997342
994	0.7753938412
995	0.774660709
996	0.7737794818
997	0.7728848292
998	0.7719088757
999	0.7709578782
